hex,nacetyl,deoxyhexose,sialicacid,sulphate,amino,omethyl,oacetyl,pent,phosphate,glyconnect_id,glytoucan_id,mass
38,19,0,2,0,0,0,0,0,0,895,G34730YF,7537.7132
37,18,1,2,0,0,0,0,0,0,891,G34730YF,7480.6917
38,19,1,2,0,0,0,0,0,0,898,G34730YF,7683.7711
37,18,0,0,0,0,0,0,0,0,886,G34730YF,6752.443
38,19,1,0,0,0,0,0,0,0,896,G34730YF,7101.5803
38,19,0,0,0,0,0,0,0,0,892,G34730YF,6955.5224
37,18,0,1,0,0,0,0,0,0,887,G34730YF,7043.5384
37,18,1,0,0,0,0,0,0,0,889,G34730YF,6898.5009
37,18,1,1,0,0,0,0,0,0,890,G34730YF,7189.5963
8,3,0,0,0,0,0,0,0,0,506,G33609NS,1437.5128
8,3,1,0,0,0,0,0,0,0,161,G82119TF,1583.5707
13,6,1,1,0,0,0,0,0,0,567,G34617SM,2808.0099
15,7,1,2,0,0,0,0,0,0,371,G72886NH,3464.2375
15,7,1,1,0,0,0,0,0,0,50,G58598BO,3173.1421
12,5,1,0,0,0,0,0,0,0,689,G52589SM,2313.8351
12,5,1,1,0,0,0,0,0,0,231,G13728QT,2604.9305
13,5,1,0,0,0,0,0,0,0,690,G81375TC,2475.8879
10,4,1,0,0,0,0,0,0,0,252,G46902YN,1948.7029
11,4,1,0,0,0,0,0,0,0,421,G66621EA,2110.7557
13,5,1,1,0,0,0,0,0,0,241,G17276XO,2766.9833
14,5,1,0,0,0,0,0,0,0,634,G61053JL,2637.9407
9,4,1,3,0,0,0,0,0,0,289,G68796US,2659.9363
8,2,0,0,0,0,0,0,0,1,840,G93180LE,1476.4525
9,2,0,0,0,0,0,0,0,1,852,G14889BN,1638.5053
9,3,0,0,0,0,0,0,0,1,841,G23869AA,1679.5319
2,1,1,0,0,0,2,0,0,0,787,G23869AA,557.2321
2,1,1,0,0,0,1,0,0,0,786,G23869AA,543.2164
15,2,0,0,0,0,0,0,0,0,528,G23869AA,2530.8558
10,7,1,0,1,0,0,0,0,0,577,G69946AU,2151.7395
10,6,1,1,1,0,0,0,0,0,661,G20014JD,2401.8083
8,5,1,0,1,0,0,0,0,0,322,G37246US,1745.5807
10,7,0,0,1,0,0,0,0,0,204,G70752JY,2005.6816
10,6,0,1,1,0,0,0,0,0,369,G03824ER,2255.7504
16,6,1,0,0,0,0,0,0,0,302,G03824ER,3003.0729
15,6,1,0,0,0,0,0,0,0,295,G53729WJ,2841.0201
14,6,1,0,0,0,0,0,0,0,390,G11243PG,2678.9673
11,4,0,0,0,0,0,0,0,0,698,G76613WN,1964.6978
11,5,2,0,0,0,0,0,0,0,94,G66163OV,2297.8402
17,8,0,0,0,0,0,0,0,0,580,G19972YZ,3101.121
15,7,0,0,0,0,0,0,0,0,725,G77582RK,2735.9888
7,2,1,0,0,0,0,0,0,0,773,G25637MV,1380.4913
9,3,1,0,0,0,0,0,0,0,762,G84820NF,1745.6235
11,4,0,1,0,0,0,0,0,0,259,G86226EA,2255.7932
11,4,0,2,0,0,0,0,0,0,24,G47196YN,2546.8886
9,4,2,2,0,0,0,0,0,0,515,G56784JY,2514.8988
2,2,2,0,0,0,0,0,0,0,682,G56784JY,716.2852
1,1,2,0,0,0,0,0,0,0,631,G56784JY,513.2058
2,2,1,0,0,0,0,0,0,0,178,G56784JY,570.2273
7,4,3,0,0,0,0,0,0,0,325,G21643DJ,1754.6603
13,6,0,2,0,0,0,0,0,0,615,G93656SY,2953.0474
7,3,1,0,1,0,0,0,0,0,573,G33022UX,1501.4747
12,5,0,1,0,0,0,0,0,0,26,G39891VF,2458.8726
10,4,0,1,0,0,0,0,0,0,433,G25418HZ,2093.7404
14,6,1,1,0,0,0,0,0,0,572,G52114WE,2970.0627
14,6,0,1,0,0,0,0,0,0,210,G49084LP,2824.0048
11,8,0,0,0,0,0,0,0,0,438,G26759AS,2128.8042
10,7,0,0,0,0,0,0,0,0,446,G72398FA,1925.7248
11,7,0,0,0,0,0,0,0,0,570,G66766XF,2087.7776
13,7,0,0,0,0,0,0,0,0,621,G75607BQ,2411.8832
10,3,0,0,0,0,0,0,0,0,364,G12849CJ,1761.6184
10,3,1,0,0,0,0,0,0,0,672,G03842KQ,1907.6763
11,6,0,0,0,0,0,0,0,0,598,G39619TI,2046.751
13,8,0,0,0,0,0,0,0,0,82,G76329HL,2452.9098
10,5,2,0,0,0,0,0,0,0,639,G70822IO,2135.7874
9,5,1,0,1,0,0,0,0,0,752,G49278EO,1907.6335
7,4,1,0,1,0,0,0,0,0,651,G75155SG,1542.5013
9,5,2,0,1,0,0,0,0,0,112,G17739US,2053.6914
17,2,0,0,0,0,0,0,0,0,560,G90335NR,2854.9614
16,2,0,0,0,0,0,0,0,0,669,G90335NR,2692.9086
16,2,0,0,0,0,0,0,0,1,885,G90335NR,2772.8749
7,3,2,0,0,0,0,0,0,0,160,G55383ZG,1567.5758
11,6,0,1,0,0,0,0,0,0,435,G35305EF,2337.8464
13,6,0,3,0,0,0,0,0,0,155,G12793SR,3244.1428
12,6,0,1,0,0,0,0,0,0,392,G02315DX,2499.8992
12,6,0,3,0,0,0,0,0,0,59,G13694XX,3082.09
10,6,0,0,0,0,0,0,0,0,53,G48584BU,1884.6982
10,6,0,1,0,0,0,0,0,0,483,G99966GV,2175.7936
5,2,0,0,0,0,0,0,0,1,804,G99966GV,990.2941
21,10,0,0,0,0,0,0,0,0,748,G99966GV,3831.3854
19,9,0,0,0,0,0,0,0,0,75,G10039CR,3466.2532
19,9,1,0,0,0,0,0,0,0,346,G10039CR,3612.3111
21,10,1,0,0,0,0,0,0,0,546,G10039CR,3977.4433
3,0,0,1,1,1,0,0,1,0,436,G10039CR,1021.2428
3,0,0,0,1,1,0,0,1,0,611,G10039CR,730.1474
7,4,0,2,0,0,0,0,0,0,343,G10039CR,1898.6774
10,1,0,0,0,0,0,0,0,0,709,G47122SX,1679.5652
11,1,0,0,0,0,0,0,0,0,706,G47122SX,1841.618
11,5,0,5,0,0,0,0,0,0,73,G26864OJ,3461.2014
9,4,2,0,0,0,0,0,1,0,8,G26864OJ,2064.7503
13,6,0,5,0,0,0,0,0,0,559,G00776MW,3826.3336
8,4,0,0,0,0,0,0,1,0,214,G00776MW,1610.5817
7,4,1,1,0,0,0,0,0,0,328,G80333GO,1753.6399
10,4,2,0,0,0,0,0,0,0,304,G80223IX,2094.7608
0,0,0,2,0,0,0,0,0,0,409,G80223IX,600.2014
10,4,0,2,0,0,0,0,0,0,118,G86500WE,2384.8358
10,4,0,3,0,0,0,0,0,0,659,G69073PY,2675.9312
8,3,0,2,0,0,0,0,0,0,347,G44748WB,2019.7036
14,6,0,2,0,0,0,0,0,0,607,G60723UL,3115.1002
12,5,0,3,0,0,0,0,0,0,521,G18618EA,3041.0634
14,6,0,3,0,0,0,0,0,0,153,G83853UX,3406.1956
12,5,0,2,0,0,0,0,0,0,256,G35294LF,2749.968
7,3,0,2,0,0,0,0,0,0,211,G08919AM,1857.6508
11,5,1,3,1,0,0,0,0,0,847,G85618VM,3105.0253
11,5,1,3,2,0,0,0,0,0,848,G01629KW,3184.9821
12,5,1,2,1,0,0,0,0,0,863,G27696FL,2975.9827
12,5,1,2,0,0,0,0,0,0,28,G92081HT,2896.0259
5,2,0,2,0,0,0,0,0,0,349,G78355JG,1492.5186
2,0,0,0,1,0,0,0,0,0,27,G78355JG,422.073
2,0,0,1,0,0,0,1,0,0,792,G78355JG,675.2222
6,2,1,2,0,0,0,0,0,0,504,G10508JF,1800.6293
6,2,2,1,0,0,0,0,0,0,684,G73372SB,1655.5918
8,3,2,1,0,0,0,0,0,0,265,G71569SN,2020.724
3,1,1,1,0,0,0,0,0,0,38,G71569SN,982.3489
12,5,0,4,0,0,0,0,0,0,257,G24859TW,3332.1588
6,2,4,0,0,0,0,0,0,0,220,G60543KZ,1656.6122
8,2,2,0,0,0,0,0,0,0,306,G23826RL,1688.602
5,1,1,0,0,0,0,0,0,0,460,G20593DD,1015.3591
4,1,2,0,0,0,0,0,0,0,78,G23581QL,999.3642
2,1,0,3,0,0,0,0,0,0,308,G23581QL,1256.429
12,9,1,0,0,0,0,0,0,0,166,G78502KD,2477.9415
10,3,1,0,0,0,0,0,0,1,857,G60723SV,1987.6426
9,2,0,0,0,0,0,0,0,2,853,G97183VL,1718.4716
10,3,0,1,0,0,0,0,0,1,856,G61138BO,2132.6801
10,3,0,0,0,0,0,0,0,1,855,G33282QL,1841.5847
10,3,1,1,0,0,0,0,0,1,858,G61962FK,2278.738
7,2,0,0,0,0,0,0,0,1,822,G90448RI,1314.3997
10,5,1,0,1,1,0,0,0,0,431,G90448RI,2083.6656
11,6,1,2,0,0,0,0,0,0,404,G87015RU,2774.9997
5,1,2,0,0,0,0,0,0,0,501,G56344DH,1161.417
3,0,1,0,0,0,0,0,0,0,22,G45652AG,650.2269
15,6,5,0,0,0,0,0,0,0,703,G20577LS,3425.2517
10,4,3,0,0,0,0,0,0,0,693,G60177UT,2240.8187
13,5,4,0,0,0,0,0,0,0,187,G99198RV,2914.0616
8,2,1,0,0,0,0,0,0,0,249,G51895WL,1542.5441
9,2,1,0,0,0,0,0,0,0,425,G83400DU,1704.5969
2,0,1,1,0,0,0,0,0,0,595,G83400DU,779.2695
4,1,0,1,0,0,0,0,0,0,115,G40943ZI,998.3438
4,1,0,2,0,0,0,0,0,0,456,G37834XB,1289.4392
12,9,0,0,0,0,0,0,0,0,505,G91255CS,2331.8836
13,10,0,0,0,0,0,0,0,0,503,G20829UZ,2534.963
24,12,1,0,0,0,0,0,0,0,72,G20829UZ,4545.6549
22,11,2,0,0,0,0,0,0,0,729,G20829UZ,4326.5806
20,10,2,0,0,0,0,0,0,0,215,G20829UZ,3961.4484
16,8,1,0,0,0,0,0,0,0,474,G19603RR,3085.1261
22,11,1,0,0,0,0,0,0,0,130,G19603RR,4180.5227
20,10,1,0,0,0,0,0,0,0,351,G19603RR,3815.3905
16,8,2,0,0,0,0,0,0,0,422,G10148VG,3231.184
14,7,2,0,0,0,0,0,0,0,430,G88976TU,2866.0518
18,9,2,0,0,0,0,0,0,0,218,G18639PA,3596.3162
18,9,1,0,0,0,0,0,0,0,344,G39643OJ,3450.2583
17,9,1,0,0,0,0,0,0,0,434,G94309NZ,3288.2055
12,6,2,0,0,0,0,0,0,0,352,G29501UT,2500.9196
8,2,3,0,0,0,0,0,0,0,692,G81165WG,1834.6599
8,3,2,0,0,0,0,0,1,0,510,G81165WG,1861.6709
9,4,1,2,0,0,0,1,0,0,834,G97428EW,2410.8515
11,6,2,0,0,0,0,0,0,0,305,G04672QB,2338.8668
10,6,2,0,0,0,0,0,0,0,253,G11911BT,2176.814
14,7,1,3,1,0,0,0,0,0,269,G13238MZ,3673.2369
11,5,0,2,1,0,0,0,0,0,239,G50911BZ,2667.872
13,7,1,2,1,0,0,0,0,0,298,G65766QU,3220.0887
11,5,1,2,1,0,0,0,0,0,20,G28209TJ,2813.9299
11,5,1,1,2,0,0,0,0,0,299,G57097ZE,2602.7913
12,6,1,2,1,0,0,0,0,0,208,G72755ZH,3017.0093
14,7,1,1,3,0,0,0,0,0,56,G83487DQ,3250.9597
14,7,1,2,2,0,0,0,0,0,418,G62168IR,3462.0983
13,6,0,2,2,0,0,0,0,0,757,G02620FP,3112.961
15,8,1,2,2,0,0,0,0,0,424,G80961YY,3665.1777
13,6,1,3,1,0,0,0,0,0,361,G64160PL,3470.1575
15,8,0,2,2,0,0,0,0,0,131,G03622KA,3519.1198
9,4,1,0,2,0,0,0,0,0,490,G49356OF,1946.5637
11,5,1,0,2,0,0,0,0,0,724,G54330GJ,2311.6959
14,7,0,1,3,0,0,0,0,0,294,G94222SG,3104.9018
13,6,1,2,2,0,0,0,0,0,527,G94788LD,3259.0189
11,5,0,1,2,0,0,0,0,0,49,G69560OI,2456.7334
11,5,0,0,2,0,0,0,0,0,485,G99025FY,2165.638
12,6,1,1,2,0,0,0,0,0,636,G75325GX,2805.8707
11,5,1,0,3,0,0,0,0,0,587,G40843RG,2391.6527
10,4,1,2,0,0,0,0,0,0,405,G14796IU,2530.8937
10,4,3,1,0,0,0,0,0,0,245,G54285KU,2531.9141
2,1,0,1,0,0,0,0,0,1,783,G54285KU,754.2045
11,5,2,1,0,0,0,0,0,0,564,G86795LJ,2588.9356
13,7,1,3,0,0,0,0,0,0,197,G96170OK,3431.2273
11,5,2,2,0,0,0,0,0,0,731,G33791AF,2880.031
13,6,2,0,0,0,0,0,0,0,539,G30769VJ,2662.9724
13,7,1,2,0,0,0,0,0,0,553,G74741QU,3140.1319
13,7,1,1,0,0,0,0,0,0,150,G97268YK,2849.0365
5,2,1,0,1,0,0,0,0,0,646,G97268YK,1136.3425
8,4,3,0,0,0,0,0,1,0,381,G97268YK,2048.7554
5,2,1,0,0,1,0,0,0,0,601,G97268YK,1070.365
5,1,1,0,0,1,0,0,0,0,312,G97268YK,1029.3384
5,2,2,0,1,1,0,0,0,0,190,G97268YK,1296.3797
8,3,1,0,1,1,0,0,0,0,292,G97268YK,1677.5068
5,2,2,0,1,0,0,0,0,0,7,G97268YK,1282.4004
8,3,2,0,1,1,0,0,0,0,261,G97268YK,1823.5647
6,2,1,0,1,1,0,0,0,0,248,G97268YK,1312.3746
6,2,2,0,1,1,0,0,0,0,310,G97268YK,1458.4325
4,1,1,0,0,1,0,0,0,0,758,G97268YK,867.2856
3,2,2,0,1,0,0,0,0,0,568,G97268YK,958.2948
7,3,2,0,1,1,0,0,0,0,116,G97268YK,1661.5119
6,2,1,0,0,1,0,0,0,0,400,G97268YK,1232.4178
7,2,1,0,0,1,0,0,0,0,605,G97268YK,1394.4706
7,2,1,0,0,2,0,0,0,0,19,G97268YK,1408.4499
7,3,1,0,1,1,0,0,0,0,768,G97268YK,1515.454
15,7,2,0,0,0,0,0,0,0,416,G88756OE,3028.1046
13,6,2,4,0,0,0,0,0,0,323,G71560PC,3827.354
15,7,0,4,0,0,0,0,0,0,662,G87108ET,3900.3704
8,3,2,1,1,0,0,0,0,0,373,G58760BD,2100.6808
9,3,1,0,2,1,0,0,0,0,296,G59503RI,1919.5164
10,3,1,0,1,0,0,0,0,0,734,G32179YV,1987.6331
7,3,1,2,1,0,0,0,0,0,145,G83618OQ,2083.6655
8,3,1,1,1,0,0,0,0,0,548,G06213KM,1954.6229
9,3,2,1,1,0,0,0,0,0,417,G59437BE,2262.7336
9,3,1,0,1,1,0,0,0,0,247,G59437BE,1839.5596
9,3,1,0,1,0,0,0,0,0,623,G60360ZD,1825.5803
8,3,1,0,1,0,0,0,0,0,76,G88482EP,1663.5275
9,3,1,1,1,0,0,0,0,0,482,G77382YV,2116.6757
7,3,1,1,1,0,0,0,0,0,391,G07558YH,1792.5701
7,3,2,1,1,0,0,0,0,0,525,G74603KQ,1938.628
10,4,1,0,1,1,0,0,0,0,194,G74603KQ,2042.639
6,2,1,0,0,0,0,0,1,0,4,G74603KQ,1350.4808
7,2,1,0,0,0,0,0,1,0,644,G74603KQ,1512.5336
15,7,0,5,0,0,0,0,0,0,463,G28847IN,4191.4658
13,5,0,1,0,0,0,0,0,0,21,G74081XX,2620.9254
16,7,0,0,0,0,0,0,0,0,576,G56438GL,2898.0416
17,7,0,0,0,0,0,0,0,0,571,G56438GL,3060.0944
16,6,0,0,0,0,0,0,0,0,54,G56438GL,2857.015
16,6,0,1,0,0,0,0,0,0,484,G56438GL,3148.1104
14,6,0,0,0,0,0,0,0,0,104,G85291BI,2532.9094
15,6,0,0,0,0,0,0,0,0,58,G58596DI,2694.9622
19,7,0,1,0,0,0,0,0,0,385,G58596DI,3675.2954
19,7,0,0,0,0,0,0,0,0,15,G58596DI,3384.2
17,7,0,1,0,0,0,0,0,0,394,G58596DI,3351.1898
16,7,0,1,0,0,0,0,0,0,389,G76575JG,3189.137
17,6,0,0,0,0,0,0,0,0,728,G76575JG,3019.0678
15,6,0,2,0,0,0,0,0,0,765,G74458CA,3277.153
18,7,0,0,0,0,0,0,0,0,105,G74458CA,3222.1472
14,5,0,0,0,0,0,0,0,0,327,G94372TX,2491.8828
13,5,0,0,0,0,0,0,0,0,397,G27516OE,2329.83
15,6,0,1,0,0,0,0,0,0,477,G06722UM,2986.0576
10,5,2,1,0,0,0,0,0,0,523,G65019XG,2426.8828
10,5,3,1,0,0,0,0,0,0,606,G92073XL,2572.9407
15,7,2,4,0,0,0,0,0,0,227,G24271GS,4192.4862
9,4,3,1,0,0,0,0,0,0,195,G51413EV,2369.8613
15,7,3,4,0,0,0,0,0,0,767,G44490NG,4338.5441
14,8,0,0,0,0,0,0,0,0,626,G86408JD,2614.9626
12,7,0,0,0,0,0,0,0,0,79,G67093QB,2249.8304
12,8,0,0,0,0,0,0,0,0,579,G65540UB,2290.857
4,1,3,0,0,0,0,0,0,0,382,G65540UB,1145.4221
5,2,3,1,0,0,0,0,0,0,171,G65540UB,1639.5969
5,2,4,1,0,0,0,0,0,0,268,G65540UB,1785.6548
4,1,0,0,0,1,0,0,0,0,561,G65540UB,721.2277
6,1,0,0,0,1,0,0,0,0,563,G65540UB,1045.3333
5,3,0,0,0,2,0,0,0,0,764,G65540UB,979.313
4,1,0,0,0,1,0,0,1,0,120,G65540UB,853.27
7,2,2,0,0,0,1,0,0,0,823,G65540UB,1540.5649
3,2,0,0,0,1,0,0,0,0,124,G65540UB,600.2015
5,1,0,0,0,1,0,0,0,0,618,G65540UB,883.2805
4,2,0,0,0,2,0,0,0,0,251,G65540UB,776.2336
9,6,2,0,1,0,0,0,0,0,596,G28839GC,2094.718
5,2,3,0,0,0,0,0,0,0,319,G28839GC,1348.5015
8,6,2,0,1,0,0,0,0,0,411,G28839GC,1932.6652
6,4,1,0,2,0,0,0,0,0,447,G28839GC,1460.4053
6,4,3,0,2,0,0,0,0,0,609,G28839GC,1752.5211
5,4,1,0,1,0,0,0,0,0,87,G28839GC,1218.3957
5,4,2,0,1,0,0,0,0,0,565,G28839GC,1364.4536
6,4,2,0,2,0,0,0,0,0,517,G28839GC,1606.4632
13,6,1,0,1,0,0,0,0,0,274,G53661HY,2596.8713
12,5,1,0,1,1,0,0,0,0,544,G53661HY,2407.7712
11,5,1,0,1,0,0,0,0,0,845,G10326NC,2231.7391
14,6,1,0,1,1,0,0,0,0,103,G10326NC,2772.9034
1,0,0,0,0,0,0,0,3,0,199,G10326NC,576.1903
1,0,0,0,0,0,1,0,2,0,779,G10326NC,458.1637
2,0,0,0,0,0,0,0,2,0,198,G10326NC,606.2008
0,0,0,0,0,0,0,0,2,0,108,G10326NC,282.0952
1,0,0,0,0,0,1,0,3,0,781,G10326NC,590.206
2,0,0,0,0,0,1,0,2,0,791,G10326NC,620.2165
6,3,2,0,1,0,0,0,0,0,519,G10326NC,1485.4798
0,0,0,1,0,0,0,0,0,0,137,G10326NC,309.106
12,5,4,0,0,0,0,0,0,0,193,G99035ES,2752.0088
9,4,3,2,0,0,0,0,0,0,835,G39064KU,2660.9567
11,5,4,0,0,0,0,0,0,0,95,G95133RI,2589.956
13,6,5,0,0,0,0,0,0,0,665,G52890YB,3101.1461
14,5,4,0,0,0,0,0,0,0,42,G15028ED,3076.1144
14,6,5,0,0,0,0,0,0,0,671,G39124ZN,3263.1989
17,6,5,0,0,0,0,0,0,0,41,G39124ZN,3749.3573
16,6,5,0,0,0,0,0,0,0,700,G39124ZN,3587.3045
11,4,3,0,0,0,0,0,0,0,594,G22040QI,2402.8715
9,0,0,0,0,0,0,0,0,0,134,G17269CN,1476.4858
8,3,2,0,0,0,0,0,0,0,708,G12313PD,1729.6286
6,3,0,3,0,0,0,0,0,0,625,G12313PD,1986.6934
17,6,1,0,0,0,0,0,0,0,479,G12313PD,3165.1257
16,7,1,0,0,0,0,0,0,0,203,G33567AB,3044.0995
12,5,0,0,0,0,0,0,0,0,410,G19116TW,2167.7772
25,12,5,0,0,0,0,0,0,0,23,G19116TW,5291.9393
5,0,1,0,0,1,0,0,0,0,185,G19116TW,988.3118
6,0,0,0,0,1,0,0,0,0,376,G19116TW,1004.3066
5,0,0,0,0,1,0,0,0,0,526,G19116TW,842.2539
3,0,0,0,0,0,0,0,0,1,802,G19116TW,584.1353
2,0,1,0,0,0,0,0,0,1,793,G19116TW,568.1404
2,0,0,0,0,0,0,0,0,1,789,G19116TW,422.0825
14,8,4,0,0,0,0,0,0,0,260,G80743YX,3199.1942
17,10,5,0,0,0,0,0,0,0,629,G56202WQ,3913.4637
18,11,5,0,0,0,0,0,0,0,238,G35994TW,4116.5431
5,2,4,0,0,0,0,0,0,0,140,G14456RI,1494.5594
2,1,2,0,0,0,0,0,0,0,656,G14456RI,675.2586
6,0,0,0,0,0,0,0,0,1,838,G90868XK,1070.2937
1,1,0,0,0,0,0,0,1,0,632,G90868XK,353.1323
11,5,3,0,0,0,0,0,0,0,403,G96577RX,2443.8981
4,1,1,1,0,0,0,0,0,0,374,G86273TY,1144.4017
14,6,1,3,0,0,0,0,0,0,870,G49329XU,3552.2535
19,8,1,2,0,0,0,0,0,0,883,G49329XU,4153.4753
16,6,1,1,0,0,0,0,0,0,880,G49329XU,3294.1683
15,6,1,2,0,0,0,0,0,0,874,G76915KR,3423.2109
11,6,1,1,0,0,0,0,0,0,125,G24954UD,2483.9043
14,7,1,3,0,0,0,0,0,0,375,G42459UQ,3593.2801
14,7,1,2,0,0,0,0,0,0,363,G67506FN,3302.1847
12,6,1,1,0,0,0,0,0,0,675,G31596VW,2645.9571
7,5,1,0,0,0,0,0,0,0,801,G31596VW,1503.5711
5,4,0,0,0,0,0,0,0,0,491,G27785LA,992.381
7,4,2,0,1,0,0,0,0,0,810,G66239FP,1688.5592
13,3,2,0,0,0,0,0,0,0,876,G66239FP,2539.8926
10,3,2,0,0,0,0,0,0,0,859,G41170ZW,2053.7342
9,2,3,0,0,0,0,0,0,0,854,G24216YU,1996.7127
9,2,2,0,0,0,0,0,0,0,905,G86396TU,1850.6548
13,3,3,0,0,0,0,0,0,0,877,G86396TU,2685.9505
11,3,2,0,0,0,0,0,0,0,868,G28430KP,2215.787
16,5,1,0,0,0,0,0,0,0,882,G28430KP,2962.0463
15,6,1,1,0,0,0,0,0,0,727,G31493EX,3132.1155
8,4,1,0,2,0,0,0,0,0,815,G05394QK,1784.5109
8,3,1,0,0,0,0,0,1,0,458,G05394QK,1715.613
9,3,1,0,0,0,0,0,1,0,406,G05394QK,1877.6658
7,2,0,0,0,0,0,0,1,0,356,G05394QK,1366.4757
9,3,2,0,0,0,0,0,1,0,557,G05394QK,2023.7237
5,3,1,0,0,0,0,0,1,0,798,G05394QK,1229.4546
14,7,3,0,0,0,0,0,0,0,620,G03027LH,3012.1097
12,6,3,0,0,0,0,0,0,0,109,G46241DR,2646.9775
11,5,2,3,0,0,0,0,0,0,936,G55412XP,3171.1264
12,7,0,2,0,0,0,0,0,0,943,G78182GT,2832.0212
10,3,0,1,0,0,0,0,0,0,945,G72978AW,2052.7138
11,4,2,0,0,0,0,0,0,0,946,G31615DN,2256.8136
11,5,3,1,0,0,0,0,0,0,18,G20312EM,2734.9935
12,2,1,0,0,0,0,0,0,0,906,G20312EM,2190.7553
12,7,0,1,0,0,0,0,0,0,942,G20631AT,2540.9258
10,6,1,2,0,0,0,0,0,0,929,G53046BR,2612.9469
10,2,1,0,0,0,0,0,0,0,947,G52096TR,1866.6497
12,7,1,2,0,0,0,0,0,0,935,G63651JH,2978.0791
16,9,1,1,0,0,0,0,0,0,938,G15508AW,3417.2481
16,9,1,2,0,0,0,0,0,0,939,G22769FQ,3708.3435
10,5,1,3,0,0,0,0,0,0,933,G53959KE,2863.0157
13,6,3,0,0,0,0,0,0,0,971,G22276PO,2809.0303
13,6,4,0,0,0,0,0,0,0,963,G79286RS,2955.0882
13,6,6,0,0,0,0,0,0,0,961,G86171ZO,3247.204
12,7,1,0,0,0,0,0,0,0,941,G54845IR,2395.8883
11,7,0,1,0,0,0,0,0,0,931,G00420UH,2378.873
7,4,2,1,0,0,0,0,0,0,925,G84618NL,1899.6978
10,4,2,1,0,0,0,0,0,0,944,G47748JZ,2385.8562
3,1,1,2,0,0,0,0,0,0,924,G26782IQ,1273.4443
10,5,3,2,0,0,0,0,0,0,973,G34105RF,2864.0361
10,5,2,3,0,0,0,0,0,0,934,G50006QM,3009.0736
11,4,1,1,0,0,0,0,0,0,937,G54982TL,2401.8511
13,6,2,2,0,0,0,0,0,0,964,G31665QC,3245.1632
7,3,3,0,0,0,0,0,0,0,985,G62894KT,1713.6337
15,7,0,1,0,0,0,0,0,0,1006,G76417NN,3027.0842
9,4,4,0,0,0,0,0,0,0,988,G83229XP,2224.8238
9,3,2,0,0,0,0,0,0,0,989,G20210JR,1891.6814
8,3,3,0,0,0,0,0,0,0,987,G92062TF,1875.6865
9,3,3,0,0,0,0,0,0,0,990,G23984SE,2037.7393
11,4,1,2,0,0,0,0,0,0,1000,G23221TW,2692.9465
22,11,0,1,0,0,0,0,0,0,984,G23221TW,4325.5602
11,5,7,0,0,0,0,0,0,0,993,G18183SM,3028.1297
13,6,4,1,0,0,0,0,0,0,1003,G50427EO,3246.1836
13,9,0,0,0,0,0,0,0,0,986,G24084IV,2493.9364
11,4,1,3,0,0,0,0,0,0,1001,G19385TO,2984.0419
13,6,4,2,0,0,0,0,0,0,1004,G71051TA,3537.279
12,6,4,0,0,0,0,0,0,0,997,G69108CV,2793.0354
17,8,0,1,0,0,0,0,0,0,1007,G94831VI,3392.2164
17,8,1,1,0,0,0,0,0,0,1008,G23165GD,3538.2743
17,8,3,0,0,0,0,0,0,0,1009,G49204YH,3539.2947
13,6,5,4,0,0,0,0,0,0,1005,G03461SC,4265.5277
12,6,2,3,0,0,0,0,0,0,995,G10019LZ,3374.2058
12,6,4,3,0,0,0,0,0,0,999,G88619MM,3666.3216
13,6,2,1,0,0,0,0,0,0,1083,G74728JK,2954.0678
12,6,2,2,0,0,0,0,0,0,994,G38663NM,3083.1104
12,6,3,2,0,0,0,0,0,0,996,G43089EG,3229.1683
12,6,4,2,0,0,0,0,0,0,998,G29511JR,3375.2262
10,4,2,2,0,0,0,0,0,0,1079,G52131KU,2676.9516
10,5,2,2,0,0,0,0,0,0,1078,G08796TW,2717.9782
13,6,3,2,0,0,0,0,0,0,1085,G31433PN,3391.2211
13,6,2,3,0,0,0,0,0,0,1024,G89205CJ,3536.2586
11,5,3,2,0,0,0,0,0,0,1022,G23010ZW,3026.0889
11,5,3,3,0,0,0,0,0,0,1023,G89865VY,3317.1843
13,6,3,1,0,0,0,0,0,0,1084,G25541YH,3100.1257
11,5,4,1,0,0,0,0,0,0,1080,G90386IR,2881.0514
11,3,1,1,0,0,0,0,0,0,1088,G06906LK,2360.8245
13,6,3,3,0,0,0,0,0,0,1086,G58804QW,3682.3165
11,3,3,1,0,0,0,0,0,0,1089,G91116OD,2652.9403
7,3,3,1,0,0,0,0,0,0,1077,G21070BH,2004.7291
11,5,5,1,0,0,0,0,0,0,1082,G44331JI,3027.1093
11,3,0,1,0,0,0,0,0,0,1076,G14110OQ,2214.7666
11,5,4,2,0,0,0,0,0,0,1081,G18589KA,3172.1468
13,6,3,4,0,0,0,0,0,0,1087,G97968CT,3973.4119
14,7,1,4,0,0,0,0,0,0,1070,G78726CB,3884.3755
17,10,0,0,0,0,0,0,0,0,1055,G61011OB,3183.1742
15,8,0,0,0,0,0,0,0,0,1059,G30799SW,2777.0154
11,7,2,0,0,0,0,0,0,0,1035,G50120TH,2379.8934
15,9,0,0,0,0,0,0,0,0,1053,G39368QD,2818.042
15,9,1,0,0,0,0,0,0,0,1054,G79896BV,2964.0999
16,8,0,0,0,0,0,0,0,0,1063,G28135GF,2939.0682
10,3,1,1,0,0,0,0,0,0,1074,G83676GD,2198.7717
