id	glytoucan_id	format_glyconnect	format_numeric	format_condensed	format_byonic	mass_monoisotopic	reviewed
401	G36447PT	Hex:3 HexNAc:4 NeuAc:3	3,4,0,3,0,0,0,0,0,0,0,0,0,0	H3N4S3	HexNAc(4)Hex(3)NeuAc(3)	2189.7728	True
552	G36447PT	Hex:2 HexNAc:3 NeuAc:3	2,3,0,3,0,0,0,0,0,0,0,0,0,0	H2N3S3	HexNAc(3)Hex(2)NeuAc(3)	1824.6406	True
719	G36447PT	Hex:1 HexNAc:3 NeuAc:2	1,3,0,2,0,0,0,0,0,0,0,0,0,0	H1N3S2	HexNAc(3)Hex(1)NeuAc(2)	1371.4924	True
770	G36447PT	Hex:3 HexNAc:3 dHex:3 NeuAc:1	3,3,3,1,0,0,0,0,0,0,0,0,0,0	H3N3F3S1	HexNAc(3)Hex(3)dHex(3)NeuAc(1)	1842.6763	True
117	G36447PT	Hex:1 NeuAc:1	1,0,0,1,0,0,0,0,0,0,0,0,0,0	H1S1	Hex(1)NeuAc(1)	471.1588	True
234	G99375FM	Hex:3	3,0,0,0,0,0,0,0,0,0,0,0,0,0	H3	Hex(3)	504.169	True
395	G81263BG	Hex:6 HexNAc:5 dHex:1 NeuAc:1	6,5,1,1,0,0,0,0,0,0,0,0,0,0	H6N5F1S1	HexNAc(5)Hex(6)dHex(1)NeuAc(1)	2442.8777	True
205	G23863VK	Hex:5 HexNAc:4 dHex:1	5,4,1,0,0,0,0,0,0,0,0,0,0,0	H5N4F1	HexNAc(4)Hex(5)dHex(1)	1786.6501	True
583	G72797UR	Hex:6 HexNAc:5 dHex:1	6,5,1,0,0,0,0,0,0,0,0,0,0,0	H6N5F1	HexNAc(5)Hex(6)dHex(1)	2151.7823	True
127	G11629QQ	Hex:6 HexNAc:5 dHex:1 NeuAc:2	6,5,1,2,0,0,0,0,0,0,0,0,0,0	H6N5F1S2	HexNAc(5)Hex(6)dHex(1)NeuAc(2)	2733.9731	True
678	G91473PK	Hex:5 HexNAc:5 dHex:1 NeuAc:2	5,5,1,2,0,0,0,0,0,0,0,0,0,0	H5N5F1S2	HexNAc(5)Hex(5)dHex(1)NeuAc(2)	2571.9203	True
439	G02030ZB	Hex:5 HexNAc:5 dHex:1 NeuAc:1	5,5,1,1,0,0,0,0,0,0,0,0,0,0	H5N5F1S1	HexNAc(5)Hex(5)dHex(1)NeuAc(1)	2280.8249	True
35	G91636VS	Hex:5 HexNAc:5 dHex:1	5,5,1,0,0,0,0,0,0,0,0,0,0,0	H5N5F1	HexNAc(5)Hex(5)dHex(1)	1989.7295	True
597	G91636VS	dHex:1	0,0,1,0,0,0,0,0,0,0,0,0,0,0	F1	dHex(1)	164.0685	True
445	G91636VS	Hex:3 HexNAc:3 dHex:1 Su:1	3,3,1,0,0,0,1,0,0,0,0,0,0,0	H3N3F1s1	HexNAc(3)Hex(3)dHex(1)Sulfo(1)	1339.4219	True
900	G91636VS	Hex:29 dHex:31 Me:1	29,0,31,0,0,0,0,0,0,0,0,1,0,0	H29F31m1	Hex(29)dHex(31)Me(1) % this composition contains Me (not defined residue for Byonic)	9259.3524	True
899	G91636VS	Hex:28 dHex:30 Me:1	28,0,30,0,0,0,0,0,0,0,0,1,0,0	H28F30m1	Hex(28)dHex(30)Me(1) % this composition contains Me (not defined residue for Byonic)	8951.2417	True
10	G78790NZ	Hex:6 HexNAc:6	6,6,0,0,0,0,0,0,0,0,0,0,0,0	H6N6	HexNAc(6)Hex(6)	2208.8038	True
277	G79568CQ	Hex:5 HexNAc:5	5,5,0,0,0,0,0,0,0,0,0,0,0,0	H5N5	HexNAc(5)Hex(5)	1843.6716	True
499	G79568CQ	Hex:1 NeuGc:1	1,0,0,0,1,0,0,0,0,0,0,0,0,0	H1G1	Hex(1)NeuGc(1)	487.1537	True
143	G57173NZ	Hex:5 HexNAc:4 NeuAc:4	5,4,0,4,0,0,0,0,0,0,0,0,0,0	H5N4S4	HexNAc(4)Hex(5)NeuAc(4)	2804.9738	True
60	G28916LJ	Hex:5 HexNAc:4 NeuAc:3	5,4,0,3,0,0,0,0,0,0,0,0,0,0	H5N4S3	HexNAc(4)Hex(5)NeuAc(3)	2513.8784	True
586	G28916LJ	Hex:1 dHex:1	1,0,1,0,0,0,0,0,0,0,0,0,0,0	H1F1	Hex(1)dHex(1)	326.1213	True
91	G28916LJ	Hex:1 Pent:1	1,0,0,0,0,1,0,0,0,0,0,0,0,0	H1P1	Hex(1)Pent(1)	312.1057	True
147	G28916LJ	Hex:1 Pent:2	1,0,0,0,0,2,0,0,0,0,0,0,0,0	H1P2	Hex(1)Pent(2)	444.148	True
776	G28916LJ	HexNAc:1 Ph:1	0,1,0,0,0,0,0,1,0,0,0,0,0,0	N1p1	HexNAc(1)Phospho(1)	301.0563	True
649	G70101JE	Hex:9 HexNAc:2	9,2,0,0,0,0,0,0,0,0,0,0,0,0	H9N2	HexNAc(2)Hex(9)	1882.6446	True
275	G70422GF	Hex:4 HexNAc:6 NeuAc:5	4,6,0,5,0,0,0,0,0,0,0,0,0,0	H4N6S5	HexNAc(6)Hex(4)NeuAc(5)	3340.1752	True
633	G62402DP	Hex:3 HexNAc:5 NeuAc:4	3,5,0,4,0,0,0,0,0,0,0,0,0,0	H3N5S4	HexNAc(5)Hex(3)NeuAc(4)	2683.9476	True
408	G08486KQ	Hex:3 HexNAc:5 NeuAc:5	3,5,0,5,0,0,0,0,0,0,0,0,0,0	H3N5S5	HexNAc(5)Hex(3)NeuAc(5)	2975.043	True
602	G08486KQ	Hex:2 HexNAc:4 NeuAc:3	2,4,0,3,0,0,0,0,0,0,0,0,0,0	H2N4S3	HexNAc(4)Hex(2)NeuAc(3)	2027.72	True
744	G08486KQ	Hex:2 HexNAc:4 NeuAc:4	2,4,0,4,0,0,0,0,0,0,0,0,0,0	H2N4S4	HexNAc(4)Hex(2)NeuAc(4)	2318.8154	True
1374	G08486KQ	Hex:10 Ph:2	10,0,0,0,0,0,0,2,0,0,0,0,0,0	H10p2	Hex(10)Phospho(2)	1798.4712	True
132	G69791DF	Hex:4	4,0,0,0,0,0,0,0,0,0,0,0,0,0	H4	Hex(4)	666.2218	True
1376	G69791DF	Hex:6 Ph:2	6,0,0,0,0,0,0,2,0,0,0,0,0,0	H6p2	Hex(6)Phospho(2)	1150.26	True
184	G19275UG	Hex:6	6,0,0,0,0,0,0,0,0,0,0,0,0,0	H6	Hex(6)	990.3274	True
1377	G19275UG	Hex:7 Ph:2	7,0,0,0,0,0,0,2,0,0,0,0,0,0	H7p2	Hex(7)Phospho(2)	1312.3128	True
1378	G19275UG	Hex:8 Ph:2	8,0,0,0,0,0,0,2,0,0,0,0,0,0	H8p2	Hex(8)Phospho(2)	1474.3656	True
780	G19275UG	Hex:1 Ph:1	1,0,0,0,0,0,0,1,0,0,0,0,0,0	H1p1	Hex(1)Phospho(1)	260.0297	True
1379	G19275UG	Hex:5 Ph:2	5,0,0,0,0,0,0,2,0,0,0,0,0,0	H5p2	Hex(5)Phospho(2)	988.2072	True
1386	G19275UG	Hex:11 Ph:2	11,0,0,0,0,0,0,2,0,0,0,0,0,0	H11p2	Hex(11)Phospho(2)	1960.524	True
732	G12733WO	Hex:5	5,0,0,0,0,0,0,0,0,0,0,0,0,0	H5	Hex(5)	828.2746	True
1373	G12733WO	Hex:9 Ph:2	9,0,0,0,0,0,0,2,0,0,0,0,0,0	H9p2	Hex(9)Phospho(2)	1636.4184	True
1372	G12733WO	Hex:12 Ph:2	12,0,0,0,0,0,0,2,0,0,0,0,0,0	H12p2	Hex(12)Phospho(2)	2122.5768	True
255	G17756LB	Hex:2 NeuAc:1	2,0,0,1,0,0,0,0,0,0,0,0,0,0	H2S1	Hex(2)NeuAc(1)	633.2116	True
556	G17756LB	Hex:1 NeuAc:1 Pent:1	1,0,0,1,0,1,0,0,0,0,0,0,0,0	H1S1P1	Hex(1)NeuAc(1)Pent(1)	603.2011	True
429	G16136DL	Hex:7 HexNAc:7 dHex:4	7,7,4,0,0,0,0,0,0,0,0,0,0,0	H7N7F4	HexNAc(7)Hex(7)dHex(4)	3158.1676	True
903	G16136DL	Hex:63 HexNAc:65 dHex:31 Su:60	63,65,31,0,0,0,60,0,0,0,0,0,0,0	H63N65F31s60	HexNAc(65)Hex(63)dHex(31)Sulfo(60)	32752.7009	True
642	G16136DL	HexA:1	0,0,0,0,0,0,0,0,0,0,1,0,0,0	A1	HexA(1) % this composition contains HexA (not defined residue for Byonic)	194.0427	True
52	G04045FF	Pent:1	0,0,0,0,0,1,0,0,0,0,0,0,0,0	P1	Pent(1)	150.0529	True
569	G05897GU	Hex:3 HexNAc:1 dHex:1	3,1,1,0,0,0,0,0,0,0,0,0,0,0	H3N1F1	HexNAc(1)Hex(3)dHex(1)	853.3063	True
640	G05897GU	Hex:1 HexA:1	1,0,0,0,0,0,0,0,0,0,1,0,0,0	H1A1	Hex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	356.0955	True
1	G05897GU	Hex:2 HexNAc:2 dHex:1 Pent:1	2,2,1,0,0,1,0,0,0,0,0,0,0,0	H2N2F1P1	HexNAc(2)Hex(2)dHex(1)Pent(1)	1026.3752	True
464	G05897GU	Hex:1 HexNAc:2 dHex:1 Pent:1	1,2,1,0,0,1,0,0,0,0,0,0,0,0	H1N2F1P1	HexNAc(2)Hex(1)dHex(1)Pent(1)	864.3224	True
704	G05897GU	Hex:1 HexNAc:2 Pent:1	1,2,0,0,0,1,0,0,0,0,0,0,0,0	H1N2P1	HexNAc(2)Hex(1)Pent(1)	718.2645	True
457	G05897GU	Hex:3 HexNAc:2 dHex:1 Pent:1	3,2,1,0,0,1,0,0,0,0,0,0,0,0	H3N2F1P1	HexNAc(2)Hex(3)dHex(1)Pent(1)	1188.428	True
451	G05897GU	Hex:4 HexNAc:3 dHex:2 Pent:1	4,3,2,0,0,1,0,0,0,0,0,0,0,0	H4N3F2P1	HexNAc(3)Hex(4)dHex(2)Pent(1)	1699.6181	True
531	G05897GU	Hex:5 HexNAc:4 dHex:3 Pent:1	5,4,3,0,0,1,0,0,0,0,0,0,0,0	H5N4F3P1	HexNAc(4)Hex(5)dHex(3)Pent(1)	2210.8082	True
688	G82592ZH	Hex:3 HexNAc:6 dHex:2	3,6,2,0,0,0,0,0,0,0,0,0,0,0	H3N6F2	HexNAc(6)Hex(3)dHex(2)	2014.7612	True
142	G82592ZH	Hex:3 HexNAc:2 Pent:1	3,2,0,0,0,1,0,0,0,0,0,0,0,0	H3N2P1	HexNAc(2)Hex(3)Pent(1)	1042.3701	True
74	G82592ZH	Hex:3 HexNAc:3 dHex:1 Pent:1	3,3,1,0,0,1,0,0,0,0,0,0,0,0	H3N3F1P1	HexNAc(3)Hex(3)dHex(1)Pent(1)	1391.5074	True
225	G82592ZH	Hex:2 HexNAc:2 Pent:1	2,2,0,0,0,1,0,0,0,0,0,0,0,0	H2N2P1	HexNAc(2)Hex(2)Pent(1)	880.3173	True
710	G82592ZH	Hex:5 HexNAc:3 Pent:1	5,3,0,0,0,1,0,0,0,0,0,0,0,0	H5N3P1	HexNAc(3)Hex(5)Pent(1)	1569.5551	True
358	G82592ZH	Hex:3 HexNAc:3 Pent:1	3,3,0,0,0,1,0,0,0,0,0,0,0,0	H3N3P1	HexNAc(3)Hex(3)Pent(1)	1245.4495	True
159	G82592ZH	Hex:4 HexNAc:3 Pent:1	4,3,0,0,0,1,0,0,0,0,0,0,0,0	H4N3P1	HexNAc(3)Hex(4)Pent(1)	1407.5023	True
11	G06110VR	Hex:5 HexNAc:2	5,2,0,0,0,0,0,0,0,0,0,0,0,0	H5N2	HexNAc(2)Hex(5)	1234.4334	True
603	G39188ZX	Hex:6 HexNAc:2	6,2,0,0,0,0,0,0,0,0,0,0,0,0	H6N2	HexNAc(2)Hex(6)	1396.4862	True
695	G05724UK	Hex:7 HexNAc:2	7,2,0,0,0,0,0,0,0,0,0,0,0,0	H7N2	HexNAc(2)Hex(7)	1558.539	True
139	G05724UK	Hex:3 HexNAc:4 Pent:1	3,4,0,0,0,1,0,0,0,0,0,0,0,0	H3N4P1	HexNAc(4)Hex(3)Pent(1)	1448.5289	True
653	G05724UK	Hex:10 HexNAc:2	10,2,0,0,0,0,0,0,0,0,0,0,0,0	H10N2	HexNAc(2)Hex(10)	2044.6974	True
691	G64527OM	Hex:8 HexNAc:2	8,2,0,0,0,0,0,0,0,0,0,0,0,0	H8N2	HexNAc(2)Hex(8)	1720.5918	True
170	G24835MQ	Hex:4 HexNAc:5 NeuAc:1	4,5,0,1,0,0,0,0,0,0,0,0,0,0	H4N5S1	HexNAc(5)Hex(4)NeuAc(1)	1972.7142	True
89	G23294PN	Hex:6 HexNAc:3 NeuAc:1	6,3,0,1,0,0,0,0,0,0,0,0,0,0	H6N3S1	HexNAc(3)Hex(6)NeuAc(1)	1890.661	True
64	G23294PN	Hex:3 HexNAc:4 NeuAc:1	3,4,0,1,0,0,0,0,0,0,0,0,0,0	H3N4S1	HexNAc(4)Hex(3)NeuAc(1)	1607.582	True
489	G72667IM	Hex:4 HexNAc:5 dHex:1 NeuAc:1	4,5,1,1,0,0,0,0,0,0,0,0,0,0	H4N5F1S1	HexNAc(5)Hex(4)dHex(1)NeuAc(1)	2118.7721	True
628	G82463GQ	Hex:5 HexNAc:3 NeuAc:1	5,3,0,1,0,0,0,0,0,0,0,0,0,0	H5N3S1	HexNAc(3)Hex(5)NeuAc(1)	1728.6082	True
666	G92654OJ	Hex:3 HexNAc:6 NeuAc:1	3,6,0,1,0,0,0,0,0,0,0,0,0,0	H3N6S1	HexNAc(6)Hex(3)NeuAc(1)	2013.7408	True
232	G02628JF	Hex:3 HexNAc:6 dHex:2 NeuAc:1	3,6,2,1,0,0,0,0,0,0,0,0,0,0	H3N6F2S1	HexNAc(6)Hex(3)dHex(2)NeuAc(1)	2305.8566	True
181	G81198YO	Hex:4 HexNAc:5 dHex:1 NeuAc:2	4,5,1,2,0,0,0,0,0,0,0,0,0,0	H4N5F1S2	HexNAc(5)Hex(4)dHex(1)NeuAc(2)	2409.8675	True
466	G95977AE	Hex:4 HexNAc:5 dHex:2 NeuAc:1	4,5,2,1,0,0,0,0,0,0,0,0,0,0	H4N5F2S1	HexNAc(5)Hex(4)dHex(2)NeuAc(1)	2264.83	True
368	G08110WX	Hex:3 HexNAc:6 dHex:1 NeuAc:1	3,6,1,1,0,0,0,0,0,0,0,0,0,0	H3N6F1S1	HexNAc(6)Hex(3)dHex(1)NeuAc(1)	2159.7987	True
300	G25379SA	Hex:6 HexNAc:7 dHex:1	6,7,1,0,0,0,0,0,0,0,0,0,0,0	H6N7F1	HexNAc(7)Hex(6)dHex(1)	2557.9411	True
338	G86234IN	Hex:5 HexNAc:8 dHex:1	5,8,1,0,0,0,0,0,0,0,0,0,0,0	H5N8F1	HexNAc(8)Hex(5)dHex(1)	2598.9677	True
716	G32332VU	Hex:3 HexNAc:7 dHex:1	3,7,1,0,0,0,0,0,0,0,0,0,0,0	H3N7F1	HexNAc(7)Hex(3)dHex(1)	2071.7827	True
206	G93683YO	Hex:4 HexNAc:7 dHex:1	4,7,1,0,0,0,0,0,0,0,0,0,0,0	H4N7F1	HexNAc(7)Hex(4)dHex(1)	2233.8355	True
318	G23432EQ	Hex:4 HexNAc:5	4,5,0,0,0,0,0,0,0,0,0,0,0,0	H4N5	HexNAc(5)Hex(4)	1681.6188	True
250	G89098OM	Hex:5 HexNAc:6 dHex:1	5,6,1,0,0,0,0,0,0,0,0,0,0,0	H5N6F1	HexNAc(6)Hex(5)dHex(1)	2192.8089	True
348	G52358QA	Hex:4 HexNAc:9 dHex:1	4,9,1,0,0,0,0,0,0,0,0,0,0,0	H4N9F1	HexNAc(9)Hex(4)dHex(1)	2639.9943	True
718	G96416FQ	Hex:3 HexNAc:8 dHex:1	3,8,1,0,0,0,0,0,0,0,0,0,0,0	H3N8F1	HexNAc(8)Hex(3)dHex(1)	2274.8621	True
303	G51640FO	Hex:4 HexNAc:6 dHex:1	4,6,1,0,0,0,0,0,0,0,0,0,0,0	H4N6F1	HexNAc(6)Hex(4)dHex(1)	2030.7561	True
637	G03382KH	Hex:4 HexNAc:5 dHex:1	4,5,1,0,0,0,0,0,0,0,0,0,0,0	H4N5F1	HexNAc(5)Hex(4)dHex(1)	1827.6767	True
149	G35107SO	Hex:6 HexNAc:6 dHex:3 NeuAc:3	6,6,3,3,0,0,0,0,0,0,0,0,0,0	H6N6F3S3	HexNAc(6)Hex(6)dHex(3)NeuAc(3)	3520.2637	True
271	G69834CE	Hex:7 HexNAc:6 dHex:1 NeuAc:4	7,6,1,4,0,0,0,0,0,0,0,0,0,0	H7N6F1S4	HexNAc(6)Hex(7)dHex(1)NeuAc(4)	3681.2961	True
427	G52527GH	Hex:6 HexNAc:5 NeuAc:2	6,5,0,2,0,0,0,0,0,0,0,0,0,0	H6N5S2	HexNAc(5)Hex(6)NeuAc(2)	2587.9152	True
40	G66088HZ	Hex:7 HexNAc:6 NeuAc:4	7,6,0,4,0,0,0,0,0,0,0,0,0,0	H7N6S4	HexNAc(6)Hex(7)NeuAc(4)	3535.2382	True
30	G87932HN	Hex:3 HexNAc:6 dHex:1 Su:2	3,6,1,0,0,0,2,0,0,0,0,0,0,0	H3N6F1s2	HexNAc(6)Hex(3)dHex(1)Sulfo(2)	2028.6169	True
246	G57196QI	Hex:3 HexNAc:6 Su:2	3,6,0,0,0,0,2,0,0,0,0,0,0,0	H3N6s2	HexNAc(6)Hex(3)Sulfo(2)	1882.559	True
353	G44215PV	Hex:5 HexNAc:4 dHex:2	5,4,2,0,0,0,0,0,0,0,0,0,0,0	H5N4F2	HexNAc(4)Hex(5)dHex(2)	1932.708	True
186	G75983OB	Hex:5 HexNAc:4 dHex:2 NeuAc:1	5,4,2,1,0,0,0,0,0,0,0,0,0,0	H5N4F2S1	HexNAc(4)Hex(5)dHex(2)NeuAc(1)	2223.8034	True
647	G75983OB	Hex:4 HexNAc:4 dHex:2 Pent:1	4,4,2,0,0,1,0,0,0,0,0,0,0,0	H4N4F2P1	HexNAc(4)Hex(4)dHex(2)Pent(1)	1902.6975	True
459	G75983OB	Hex:3 HexNAc:4 dHex:1 Pent:1	3,4,1,0,0,1,0,0,0,0,0,0,0,0	H3N4F1P1	HexNAc(4)Hex(3)dHex(1)Pent(1)	1594.5868	True
77	G75983OB	Hex:3 HexNAc:1 Pent:1	3,1,0,0,0,1,0,0,0,0,0,0,0,0	H3N1P1	HexNAc(1)Hex(3)Pent(1)	839.2907	True
165	G75983OB	Hex:4 HexNAc:1 dHex:1 Pent:1	4,1,1,0,0,1,0,0,0,0,0,0,0,0	H4N1F1P1	HexNAc(1)Hex(4)dHex(1)Pent(1)	1147.4014	True
122	G59536GA	Hex:6 HexNAc:5 NeuAc:1	6,5,0,1,0,0,0,0,0,0,0,0,0,0	H6N5S1	HexNAc(5)Hex(6)NeuAc(1)	2296.8198	True
428	G66951WQ	Hex:6 HexNAc:5 NeuAc:4	6,5,0,4,0,0,0,0,0,0,0,0,0,0	H6N5S4	HexNAc(5)Hex(6)NeuAc(4)	3170.106	True
6	G66951WQ	Hex:4 HexNAc:4 dHex:1 Pent:1	4,4,1,0,0,1,0,0,0,0,0,0,0,0	H4N4F1P1	HexNAc(4)Hex(4)dHex(1)Pent(1)	1756.6396	True
816	G66951WQ	Hex:4 HexNAc:4 dHex:1 Pent:1 Me:1	4,4,1,0,0,1,0,0,0,0,0,1,0,0	H4N4F1P1m1	HexNAc(4)Hex(4)dHex(1)Pent(1)Me(1) % this composition contains Me (not defined residue for Byonic)	1770.6553	True
836	G66951WQ	Hex:5 HexNAc:6 Pent:1 Me:2	5,6,0,0,0,1,0,0,0,0,0,2,0,0	H5N6P1m2	HexNAc(6)Hex(5)Pent(1)Me(2) % this composition contains Me (not defined residue for Byonic)	2206.8247	True
599	G66951WQ	Hex:5 HexNAc:6 dHex:2 Pent:1	5,6,2,0,0,1,0,0,0,0,0,0,0,0	H5N6F2P1	HexNAc(6)Hex(5)dHex(2)Pent(1)	2470.9091	True
813	G66951WQ	Hex:4 HexNAc:4 Pent:1 Me:1	4,4,0,0,0,1,0,0,0,0,0,1,0,0	H4N4P1m1	HexNAc(4)Hex(4)Pent(1)Me(1) % this composition contains Me (not defined residue for Byonic)	1624.5974	True
837	G66951WQ	Hex:5 HexNAc:6 dHex:1 Pent:1 Me:1	5,6,1,0,0,1,0,0,0,0,0,1,0,0	H5N6F1P1m1	HexNAc(6)Hex(5)dHex(1)Pent(1)Me(1) % this composition contains Me (not defined residue for Byonic)	2338.8669	True
814	G66951WQ	Hex:4 HexNAc:4 Pent:1 Me:2	4,4,0,0,0,1,0,0,0,0,0,2,0,0	H4N4P1m2	HexNAc(4)Hex(4)Pent(1)Me(2) % this composition contains Me (not defined residue for Byonic)	1638.6131	True
217	G66951WQ	Hex:4 HexNAc:2 Pent:1	4,2,0,0,0,1,0,0,0,0,0,0,0,0	H4N2P1	HexNAc(2)Hex(4)Pent(1)	1204.4229	True
652	G66538GV	Hex:4 HexNAc:2	4,2,0,0,0,0,0,0,0,0,0,0,0,0	H4N2	HexNAc(2)Hex(4)	1072.3806	True
207	G41917DR	Hex:5 HexNAc:4 dHex:1 NeuAc:2 Su:1	5,4,1,2,0,0,1,0,0,0,0,0,0,0	H5N4F1S2s1	HexNAc(4)Hex(5)dHex(1)NeuAc(2)Sulfo(1)	2448.7977	True
608	G98846QS	Hex:5 HexNAc:4 dHex:1 NeuAc:1 Su:1	5,4,1,1,0,0,1,0,0,0,0,0,0,0	H5N4F1S1s1	HexNAc(4)Hex(5)dHex(1)NeuAc(1)Sulfo(1)	2157.7023	True
144	G83545KK	Hex:5 HexNAc:4 Su:1	5,4,0,0,0,0,1,0,0,0,0,0,0,0	H5N4s1	HexNAc(4)Hex(5)Sulfo(1)	1720.549	True
86	G46422KL	Hex:4 HexNAc:5 NeuAc:1 Su:1	4,5,0,1,0,0,1,0,0,0,0,0,0,0	H4N5S1s1	HexNAc(5)Hex(4)NeuAc(1)Sulfo(1)	2052.671	True
512	G06816RN	Hex:4 HexNAc:4 dHex:1 Su:1	4,4,1,0,0,0,1,0,0,0,0,0,0,0	H4N4F1s1	HexNAc(4)Hex(4)dHex(1)Sulfo(1)	1704.5541	True
342	G06816RN	Hex:3 HexNAc:4 Su:1	3,4,0,0,0,0,1,0,0,0,0,0,0,0	H3N4s1	HexNAc(4)Hex(3)Sulfo(1)	1396.4434	True
741	G53572WH	Hex:4 HexNAc:4 Su:1	4,4,0,0,0,0,1,0,0,0,0,0,0,0	H4N4s1	HexNAc(4)Hex(4)Sulfo(1)	1558.4962	True
535	G56345UO	Hex:4 HexNAc:5 Su:1	4,5,0,0,0,0,1,0,0,0,0,0,0,0	H4N5s1	HexNAc(5)Hex(4)Sulfo(1)	1761.5756	True
630	G40671AG	Hex:3 HexNAc:5 Su:1	3,5,0,0,0,0,1,0,0,0,0,0,0,0	H3N5s1	HexNAc(5)Hex(3)Sulfo(1)	1599.5228	True
237	G40671AG	Hex:3 HexNAc:3 dHex:1 Pent:3	3,3,1,0,0,3,0,0,0,0,0,0,0,0	H3N3F1P3	HexNAc(3)Hex(3)dHex(1)Pent(3)	1655.592	True
129	G40671AG	Hex:3 HexNAc:3 dHex:1 Pent:2	3,3,1,0,0,2,0,0,0,0,0,0,0,0	H3N3F1P2	HexNAc(3)Hex(3)dHex(1)Pent(2)	1523.5497	True
365	G40671AG	Hex:3 HexNAc:4 dHex:1 Pent:2	3,4,1,0,0,2,0,0,0,0,0,0,0,0	H3N4F1P2	HexNAc(4)Hex(3)dHex(1)Pent(2)	1726.6291	True
736	G40671AG	Hex:3 HexNAc:4 dHex:1 Pent:3	3,4,1,0,0,3,0,0,0,0,0,0,0,0	H3N4F1P3	HexNAc(4)Hex(3)dHex(1)Pent(3)	1858.6714	True
39	G40671AG	Hex:3 HexNAc:4 dHex:3 Pent:1	3,4,3,0,0,1,0,0,0,0,0,0,0,0	H3N4F3P1	HexNAc(4)Hex(3)dHex(3)Pent(1)	1886.7026	True
242	G40671AG	Hex:3 HexNAc:4 dHex:2 Pent:2	3,4,2,0,0,2,0,0,0,0,0,0,0,0	H3N4F2P2	HexNAc(4)Hex(3)dHex(2)Pent(2)	1872.687	True
530	G40671AG	Hex:3 HexNAc:3 dHex:3 Pent:1	3,3,3,0,0,1,0,0,0,0,0,0,0,0	H3N3F3P1	HexNAc(3)Hex(3)dHex(3)Pent(1)	1683.6232	True
730	G40671AG	Hex:3 HexNAc:3 dHex:2 Pent:2	3,3,2,0,0,2,0,0,0,0,0,0,0,0	H3N3F2P2	HexNAc(3)Hex(3)dHex(2)Pent(2)	1669.6076	True
575	G40671AG	Hex:3 HexNAc:3 dHex:2 Pent:1	3,3,2,0,0,1,0,0,0,0,0,0,0,0	H3N3F2P1	HexNAc(3)Hex(3)dHex(2)Pent(1)	1537.5653	True
502	G40671AG	Hex:3 HexNAc:4 dHex:2 Pent:1	3,4,2,0,0,1,0,0,0,0,0,0,0,0	H3N4F2P1	HexNAc(4)Hex(3)dHex(2)Pent(1)	1740.6447	True
293	G32673DL	Hex:3 HexNAc:6 Su:1	3,6,0,0,0,0,1,0,0,0,0,0,0,0	H3N6s1	HexNAc(6)Hex(3)Sulfo(1)	1802.6022	True
450	G64327YL	Hex:5 HexNAc:4 dHex:1 Su:1	5,4,1,0,0,0,1,0,0,0,0,0,0,0	H5N4F1s1	HexNAc(4)Hex(5)dHex(1)Sulfo(1)	1866.6069	True
55	G13441ZL	Hex:3 HexNAc:6 dHex:1 Su:1	3,6,1,0,0,0,1,0,0,0,0,0,0,0	H3N6F1s1	HexNAc(6)Hex(3)dHex(1)Sulfo(1)	1948.6601	True
286	G11870QZ	Hex:4 HexNAc:3 dHex:1 NeuAc:1	4,3,1,1,0,0,0,0,0,0,0,0,0,0	H4N3F1S1	HexNAc(3)Hex(4)dHex(1)NeuAc(1)	1712.6133	True
336	G54740VA	Hex:5 HexNAc:6 dHex:1 NeuAc:3	5,6,1,3,0,0,0,0,0,0,0,0,0,0	H5N6F1S3	HexNAc(6)Hex(5)dHex(1)NeuAc(3)	3066.0951	True
288	G62461SM	Hex:6 HexNAc:6 dHex:1 NeuAc:3	6,6,1,3,0,0,0,0,0,0,0,0,0,0	H6N6F1S3	HexNAc(6)Hex(6)dHex(1)NeuAc(3)	3228.1479	True
878	G62461SM	Hex:10 HexNAc:6 Pent:1 Me:7	10,6,0,0,0,1,0,0,0,0,0,7,0,0	H10N6P1m7	HexNAc(6)Hex(10)Pent(1)Me(7) % this composition contains Me (not defined residue for Byonic)	3087.1672	True
879	G62461SM	Hex:10 HexNAc:6 dHex:1 Pent:1 Me:7	10,6,1,0,0,1,0,0,0,0,0,7,0,0	H10N6F1P1m7	HexNAc(6)Hex(10)dHex(1)Pent(1)Me(7) % this composition contains Me (not defined residue for Byonic)	3233.2251	True
862	G62461SM	Hex:7 HexNAc:4 dHex:1 Pent:1 Me:4	7,4,1,0,0,1,0,0,0,0,0,4,0,0	H7N4F1P1m4	HexNAc(4)Hex(7)dHex(1)Pent(1)Me(4) % this composition contains Me (not defined residue for Byonic)	2298.8608	True
824	G62461SM	Hex:5 HexNAc:4 Pent:1 Me:2	5,4,0,0,0,1,0,0,0,0,0,2,0,0	H5N4P1m2	HexNAc(4)Hex(5)Pent(1)Me(2) % this composition contains Me (not defined residue for Byonic)	1800.6659	True
833	G62461SM	Hex:5 HexNAc:4 dHex:1 Pent:1 Me:2	5,4,1,0,0,1,0,0,0,0,0,2,0,0	H5N4F1P1m2	HexNAc(4)Hex(5)dHex(1)Pent(1)Me(2) % this composition contains Me (not defined residue for Byonic)	1946.7238	True
