id	glytoucan_id	format_glyconnect	format_numeric	format_condensed	format_byonic	mass_monoisotopic	reviewed
849	G47910AZ	Hex:6 HexNAc:6 NeuGc:1 Su:3	6,6,0,0,1,0,3,0,0,0,0,0,0,0	H6N6G1s3	HexNAc(6)Hex(6)NeuGc(1)Sulfo(3)	2755.7645	True
285	G47910AZ	Hex:3 HexNAc:3 NeuAc:1 Su:1	3,3,0,1,0,0,1,0,0,0,0,0,0,0	H3N3S1s1	HexNAc(3)Hex(3)NeuAc(1)Sulfo(1)	1484.4594	True
650	G65803RU	Hex:5 HexNAc:5 NeuAc:1 Su:2	5,5,0,1,0,0,2,0,0,0,0,0,0,0	H5N5S1s2	HexNAc(5)Hex(5)NeuAc(1)Sulfo(2)	2294.6806	True
101	G99125HS	Hex:4 HexNAc:4 NeuGc:1 Su:2	4,4,0,0,1,0,2,0,0,0,0,0,0,0	H4N4G1s2	HexNAc(4)Hex(4)NeuGc(1)Sulfo(2)	1945.5433	True
715	G99125HS	Hex:3 HexNAc:3 Su:1	3,3,0,0,0,0,1,0,0,0,0,0,0,0	H3N3s1	HexNAc(3)Hex(3)Sulfo(1)	1193.364	True
550	G05363BU	Hex:5 HexNAc:5 NeuGc:1 Su:3	5,5,0,0,1,0,3,0,0,0,0,0,0,0	H5N5G1s3	HexNAc(5)Hex(5)NeuGc(1)Sulfo(3)	2390.6323	True
589	G84220KD	Hex:6 HexNAc:6 Su:4	6,6,0,0,0,0,4,0,0,0,0,0,0,0	H6N6s4	HexNAc(6)Hex(6)Sulfo(4)	2528.631	True
168	G99127MU	Hex:6 HexNAc:6 NeuGc:1 Su:4	6,6,0,0,1,0,4,0,0,0,0,0,0,0	H6N6G1s4	HexNAc(6)Hex(6)NeuGc(1)Sulfo(4)	2835.7213	True
135	G99127MU	Hex:2 HexNAc:2 NeuGc:1	2,2,0,0,1,0,0,0,0,0,0,0,0,0	H2N2G1	HexNAc(2)Hex(2)NeuGc(1)	1055.3653	True
278	G31688JN	Hex:4 HexNAc:4 NeuAc:1 Su:2	4,4,0,1,0,0,2,0,0,0,0,0,0,0	H4N4S1s2	HexNAc(4)Hex(4)NeuAc(1)Sulfo(2)	1929.5484	True
262	G31850HL	Hex:5 HexNAc:5 NeuGc:1 Su:2	5,5,0,0,1,0,2,0,0,0,0,0,0,0	H5N5G1s2	HexNAc(5)Hex(5)NeuGc(1)Sulfo(2)	2310.6755	True
850	G47759KR	Hex:6 HexNAc:6 NeuAc:1 Su:3	6,6,0,1,0,0,3,0,0,0,0,0,0,0	H6N6S1s3	HexNAc(6)Hex(6)NeuAc(1)Sulfo(3)	2739.7696	True
96	G47759KR	Hex:3 HexNAc:3 NeuGc:1 Su:1	3,3,0,0,1,0,1,0,0,0,0,0,0,0	H3N3G1s1	HexNAc(3)Hex(3)NeuGc(1)Sulfo(1)	1500.4543	True
478	G47759KR	Hex:2 HexNAc:2 dHex:3 Kdn:1	2,2,3,0,0,0,0,0,1,0,0,0,0,0	H2N2F3K1	HexNAc(2)Hex(2)dHex(3)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	1436.5176	True
321	G47759KR	Hex:1 HexNAc:1 dHex:4 Kdn:2	1,1,4,0,0,0,0,0,2,0,0,0,0,0	H1N1F4K2	HexNAc(1)Hex(1)dHex(4)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	1467.5122	True
592	G47759KR	Hex:2 HexNAc:2 dHex:2 Kdn:1	2,2,2,0,0,0,0,0,1,0,0,0,0,0	H2N2F2K1	HexNAc(2)Hex(2)dHex(2)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	1290.4597	True
414	G47759KR	Hex:1 HexNAc:2 dHex:2 Kdn:1	1,2,2,0,0,0,0,0,1,0,0,0,0,0	H1N2F2K1	HexNAc(2)Hex(1)dHex(2)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	1128.4069	True
549	G47759KR	Hex:1 HexNAc:2 dHex:1 Kdn:1	1,2,1,0,0,0,0,0,1,0,0,0,0,0	H1N2F1K1	HexNAc(2)Hex(1)dHex(1)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	982.349	True
2	G47759KR	HexNAc:1 Kdn:2	0,1,0,0,0,0,0,0,2,0,0,0,0,0	N1K2	HexNAc(1)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	721.2278	True
307	G47759KR	Hex:2 HexNAc:1 Su:1 HexA:1	2,1,0,0,0,0,1,0,0,0,1,0,0,0	H2N1s1A1	HexNAc(1)Hex(2)Sulfo(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	801.1845	True
399	G47759KR	Hex:3 HexNAc:1 dHex:2 Su:1 HexA:1	3,1,2,0,0,0,1,0,0,0,1,0,0,0	H3N1F2s1A1	HexNAc(1)Hex(3)dHex(2)Sulfo(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	1255.3531	True
562	G47759KR	Hex:3 HexNAc:1 dHex:1 Su:1 HexA:1	3,1,1,0,0,0,1,0,0,0,1,0,0,0	H3N1F1s1A1	HexNAc(1)Hex(3)dHex(1)Sulfo(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	1109.2952	True
619	G47759KR	Hex:2 HexNAc:1 dHex:1 Su:1 HexA:1	2,1,1,0,0,0,1,0,0,0,1,0,0,0	H2N1F1s1A1	HexNAc(1)Hex(2)dHex(1)Sulfo(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	947.2424	True
686	G47759KR	Hex:1 HexNAc:1 Su:1 Kdn:1	1,1,0,0,0,0,1,0,1,0,0,0,0,0	H1N1s1K1	HexNAc(1)Hex(1)Sulfo(1)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	713.1685	True
514	G47759KR	Hex:2 HexNAc:2 dHex:2 Su:2	2,2,2,0,0,0,2,0,0,0,0,0,0,0	H2N2F2s2	HexNAc(2)Hex(2)dHex(2)Sulfo(2)	1200.3044	True
12	G47759KR	Hex:3 HexNAc:3 NeuAc:2 Su:1	3,3,0,2,0,0,1,0,0,0,0,0,0,0	H3N3S2s1	HexNAc(3)Hex(3)NeuAc(2)Sulfo(1)	1775.5548	True
771	G47759KR	Hex:2 HexNAc:3 NeuAc:2	2,3,0,2,0,0,0,0,0,0,0,0,0,0	H2N3S2	HexNAc(3)Hex(2)NeuAc(2)	1533.5452	True
290	G47759KR	Hex:1 HexNAc:1 dHex:2 Kdn:1	1,1,2,0,0,0,0,0,1,0,0,0,0,0	H1N1F2K1	HexNAc(1)Hex(1)dHex(2)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	925.3275	True
17	G47759KR	Hex:2 HexNAc:3 dHex:3 Kdn:1	2,3,3,0,0,0,0,0,1,0,0,0,0,0	H2N3F3K1	HexNAc(3)Hex(2)dHex(3)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	1639.597	True
664	G47759KR	Hex:1 HexNAc:2 dHex:3 Kdn:1	1,2,3,0,0,0,0,0,1,0,0,0,0,0	H1N2F3K1	HexNAc(2)Hex(1)dHex(3)Kdn(1) % this composition contains Kdn (not defined residue for Byonic)	1274.4648	True
657	G47759KR	Hex:2 HexNAc:4	2,4,0,0,0,0,0,0,0,0,0,0,0,0	H2N4	HexNAc(4)Hex(2)	1154.4338	True
655	G47759KR	Hex:1 HexNAc:2 dHex:1 NeuAc:2	1,2,1,2,0,0,0,0,0,0,0,0,0,0	H1N2F1S2	HexNAc(2)Hex(1)dHex(1)NeuAc(2)	1314.4709	True
543	G47759KR	Hex:1 HexNAc:2 dHex:1 NeuAc:1 Su:1	1,2,1,1,0,0,1,0,0,0,0,0,0,0	H1N2F1S1s1	HexNAc(2)Hex(1)dHex(1)NeuAc(1)Sulfo(1)	1103.3323	True
685	G46524LG	Hex:4 HexNAc:4 dHex:2 NeuAc:1	4,4,2,1,0,0,0,0,0,0,0,0,0,0	H4N4F2S1	HexNAc(4)Hex(4)dHex(2)NeuAc(1)	2061.7506	True
350	G46687AB	Hex:4 HexNAc:4 dHex:1	4,4,1,0,0,0,0,0,0,0,0,0,0,0	H4N4F1	HexNAc(4)Hex(4)dHex(1)	1624.5973	True
547	G31916IQ	Hex:4 HexNAc:4 NeuAc:1	4,4,0,1,0,0,0,0,0,0,0,0,0,0	H4N4S1	HexNAc(4)Hex(4)NeuAc(1)	1769.6348	True
337	G25278BX	Hex:4 HexNAc:4 dHex:3 NeuAc:1	4,4,3,1,0,0,0,0,0,0,0,0,0,0	H4N4F3S1	HexNAc(4)Hex(4)dHex(3)NeuAc(1)	2207.8085	True
25	G25278BX	Hex:3 HexNAc:2 dHex:1 NeuGc:1	3,2,1,0,1,0,0,0,0,0,0,0,0,0	H3N2F1G1	HexNAc(2)Hex(3)dHex(1)NeuGc(1)	1363.476	True
667	G25278BX	Hex:3 HexNAc:2 dHex:2 NeuGc:1	3,2,2,0,1,0,0,0,0,0,0,0,0,0	H3N2F2G1	HexNAc(2)Hex(3)dHex(2)NeuGc(1)	1509.5339	True
426	G25278BX	Hex:3 HexNAc:3 dHex:2 NeuGc:1	3,3,2,0,1,0,0,0,0,0,0,0,0,0	H3N3F2G1	HexNAc(3)Hex(3)dHex(2)NeuGc(1)	1712.6133	True
63	G15531AF	Hex:3 HexNAc:2 NeuAc:1	3,2,0,1,0,0,0,0,0,0,0,0,0,0	H3N2S1	HexNAc(2)Hex(3)NeuAc(1)	1201.4232	True
110	G25451PN	Hex:5 HexNAc:4 dHex:3	5,4,3,0,0,0,0,0,0,0,0,0,0,0	H5N4F3	HexNAc(4)Hex(5)dHex(3)	2078.7659	True
582	G25451PN	Hex:2 HexNAc:3 dHex:2 NeuGc:1	2,3,2,0,1,0,0,0,0,0,0,0,0,0	H2N3F2G1	HexNAc(3)Hex(2)dHex(2)NeuGc(1)	1550.5605	True
332	G88779RV	Hex:3 HexNAc:2 dHex:1 NeuAc:1	3,2,1,1,0,0,0,0,0,0,0,0,0,0	H3N2F1S1	HexNAc(2)Hex(3)dHex(1)NeuAc(1)	1347.4811	True
213	G74430RZ	Hex:4 HexNAc:4 dHex:2	4,4,2,0,0,0,0,0,0,0,0,0,0,0	H4N4F2	HexNAc(4)Hex(4)dHex(2)	1770.6552	True
756	G74430RZ	Hex:3 HexNAc:3 dHex:2 NeuAc:1	3,3,2,1,0,0,0,0,0,0,0,0,0,0	H3N3F2S1	HexNAc(3)Hex(3)dHex(2)NeuAc(1)	1696.6184	True
481	G74430RZ	Hex:2 HexNAc:2 dHex:2 NeuGc:1	2,2,2,0,1,0,0,0,0,0,0,0,0,0	H2N2F2G1	HexNAc(2)Hex(2)dHex(2)NeuGc(1)	1347.4811	True
796	G74430RZ	Hex:2 HexNAc:1 Pent:1 HexA:2 Other:1	2,1,0,0,0,1,0,0,0,0,2,0,0,1	H2N1P1A2X1	HexNAc(1)Hex(2)Pent(1)HexA(2)Other(1) % this composition contains HexA (not defined residue for Byonic)	1011.2915	True
797	G74430RZ	Hex:2 HexNAc:1 Pent:1 Su:1 HexA:2 Other:1	2,1,0,0,0,1,1,0,0,0,2,0,0,1	H2N1P1s1A2X1	HexNAc(1)Hex(2)Pent(1)Sulfo(1)HexA(2)Other(1) % this composition contains HexA (not defined residue for Byonic)	1091.2483	True
216	G73361JJ	Hex:4 HexNAc:2 dHex:2	4,2,2,0,0,0,0,0,0,0,0,0,0,0	H4N2F2	HexNAc(2)Hex(4)dHex(2)	1364.4964	True
726	G73361JJ	Hex:1 HexNAc:1 dHex:1 NeuGc:1	1,1,1,0,1,0,0,0,0,0,0,0,0,0	H1N1F1G1	HexNAc(1)Hex(1)dHex(1)NeuGc(1)	836.291	True
555	G73361JJ	HexNAc:1 NeuGc:1	0,1,0,0,1,0,0,0,0,0,0,0,0,0	N1G1	HexNAc(1)NeuGc(1)	528.1803	True
330	G47518TP	Hex:6 HexNAc:5 NeuAc:3	6,5,0,3,0,0,0,0,0,0,0,0,0,0	H6N5S3	HexNAc(5)Hex(6)NeuAc(3)	2879.0106	True
627	G15169WU	Hex:6 HexNAc:5 dHex:1 NeuAc:3	6,5,1,3,0,0,0,0,0,0,0,0,0,0	H6N5F1S3	HexNAc(5)Hex(6)dHex(1)NeuAc(3)	3025.0685	True
538	G10256JP	Hex:3 HexNAc:5 dHex:1	3,5,1,0,0,0,0,0,0,0,0,0,0,0	H3N5F1	HexNAc(5)Hex(3)dHex(1)	1665.6239	True
37	G70418MS	Hex:4 HexNAc:5 dHex:2	4,5,2,0,0,0,0,0,0,0,0,0,0,0	H4N5F2	HexNAc(5)Hex(4)dHex(2)	1973.7346	True
378	G70418MS	Hex:1 HexNAc:1 dHex:1 NeuAc:1	1,1,1,1,0,0,0,0,0,0,0,0,0,0	H1N1F1S1	HexNAc(1)Hex(1)dHex(1)NeuAc(1)	820.2961	True
177	G70418MS	Hex:2 HexNAc:4 dHex:1 NeuAc:1	2,4,1,1,0,0,0,0,0,0,0,0,0,0	H2N4F1S1	HexNAc(4)Hex(2)dHex(1)NeuAc(1)	1591.5871	True
788	G70418MS	Hex:2 Other:1	2,0,0,0,0,0,0,0,0,0,0,0,0,1	H2X1	Hex(2)Other(1) % this composition contains  (not defined residue for Byonic)	568.2115	True
254	G70418MS	HexNAc:2 NeuGc:1	0,2,0,0,1,0,0,0,0,0,0,0,0,0	N2G1	HexNAc(2)NeuGc(1)	731.2597	True
229	G70418MS	Hex:1 HexNAc:2 NeuGc:1	1,2,0,0,1,0,0,0,0,0,0,0,0,0	H1N2G1	HexNAc(2)Hex(1)NeuGc(1)	893.3125	True
360	G70418MS	Hex:2 HexNAc:3 NeuGc:1	2,3,0,0,1,0,0,0,0,0,0,0,0,0	H2N3G1	HexNAc(3)Hex(2)NeuGc(1)	1258.4447	True
755	G70418MS	Hex:2 HexNAc:3 NeuGc:2	2,3,0,0,2,0,0,0,0,0,0,0,0,0	H2N3G2	HexNAc(3)Hex(2)NeuGc(2)	1565.535	True
85	G70418MS	HexNAc:1 NeuGc:2	0,1,0,0,2,0,0,0,0,0,0,0,0,0	N1G2	HexNAc(1)NeuGc(2)	835.2706	True
754	G70418MS	Hex:2 HexNAc:1 NeuGc:4	2,1,0,0,4,0,0,0,0,0,0,0,0,0	H2N1G4	HexNAc(1)Hex(2)NeuGc(4)	1773.5568	True
761	G70418MS	Hex:2 HexNAc:3 NeuAc:1 NeuGc:1	2,3,0,1,1,0,0,0,0,0,0,0,0,0	H2N3S1G1	HexNAc(3)Hex(2)NeuAc(1)NeuGc(1)	1549.5401	True
279	G70418MS	Hex:2 HexNAc:2 dHex:1 NeuGc:4	2,2,1,0,4,0,0,0,0,0,0,0,0,0	H2N2F1G4	HexNAc(2)Hex(2)dHex(1)NeuGc(4)	2122.6941	True
542	G70418MS	Hex:2 HexNAc:3 NeuGc:4	2,3,0,0,4,0,0,0,0,0,0,0,0,0	H2N3G4	HexNAc(3)Hex(2)NeuGc(4)	2179.7156	True
264	G70418MS	Hex:1 HexNAc:1 NeuGc:3	1,1,0,0,3,0,0,0,0,0,0,0,0,0	H1N1G3	HexNAc(1)Hex(1)NeuGc(3)	1304.4137	True
687	G70418MS	Hex:2 HexNAc:1 NeuGc:3	2,1,0,0,3,0,0,0,0,0,0,0,0,0	H2N1G3	HexNAc(1)Hex(2)NeuGc(3)	1466.4665	True
614	G70418MS	Hex:2 HexNAc:2 dHex:1 NeuGc:2	2,2,1,0,2,0,0,0,0,0,0,0,0,0	H2N2F1G2	HexNAc(2)Hex(2)dHex(1)NeuGc(2)	1508.5135	True
396	G70418MS	Hex:2 HexNAc:3 NeuGc:3	2,3,0,0,3,0,0,0,0,0,0,0,0,0	H2N3G3	HexNAc(3)Hex(2)NeuGc(3)	1872.6253	True
93	G47256GA	Hex:2 HexNAc:1 NeuGc:1	2,1,0,0,1,0,0,0,0,0,0,0,0,0	H2N1G1	HexNAc(1)Hex(2)NeuGc(1)	852.2859	True
536	G47256GA	Hex:2 HexNAc:1 NeuGc:2	2,1,0,0,2,0,0,0,0,0,0,0,0,0	H2N1G2	HexNAc(1)Hex(2)NeuGc(2)	1159.3762	True
681	G47256GA	Hex:2 HexNAc:2 dHex:2 NeuAc:1	2,2,2,1,0,0,0,0,0,0,0,0,0,0	H2N2F2S1	HexNAc(2)Hex(2)dHex(2)NeuAc(1)	1331.4862	True
188	G21153FA	Hex:8 HexNAc:5 dHex:2	8,5,2,0,0,0,0,0,0,0,0,0,0,0	H8N5F2	HexNAc(5)Hex(8)dHex(2)	2621.9458	True
244	G40142JY	Hex:8 HexNAc:5 dHex:3	8,5,3,0,0,0,0,0,0,0,0,0,0,0	H8N5F3	HexNAc(5)Hex(8)dHex(3)	2768.0037	True
366	G63760GT	Hex:8 HexNAc:5 dHex:2 NeuAc:1	8,5,2,1,0,0,0,0,0,0,0,0,0,0	H8N5F2S1	HexNAc(5)Hex(8)dHex(2)NeuAc(1)	2913.0412	True
158	G60232GL	Hex:5 HexNAc:1	5,1,0,0,0,0,0,0,0,0,0,0,0,0	H5N1	HexNAc(1)Hex(5)	1031.354	True
420	G60232GL	Hex:2 dHex:1	2,0,1,0,0,0,0,0,0,0,0,0,0,0	H2F1	Hex(2)dHex(1)	488.1741	True
680	G60232GL	Hex:2 dHex:2 HexA:1	2,0,2,0,0,0,0,0,0,0,1,0,0,0	H2F2A1	Hex(2)dHex(2)HexA(1) % this composition contains HexA (not defined residue for Byonic)	810.2641	True
183	G60232GL	Hex:2 dHex:1 HexA:1	2,0,1,0,0,0,0,0,0,0,1,0,0,0	H2F1A1	Hex(2)dHex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	664.2062	True
545	G91331SN	Hex:4 HexNAc:2 NeuAc:1	4,2,0,1,0,0,0,0,0,0,0,0,0,0	H4N2S1	HexNAc(2)Hex(4)NeuAc(1)	1363.476	True
32	G72291OX	Hex:4 HexNAc:3 NeuAc:1	4,3,0,1,0,0,0,0,0,0,0,0,0,0	H4N3S1	HexNAc(3)Hex(4)NeuAc(1)	1566.5554	True
192	G50757KG	Hex:3 HexNAc:6 dHex:1	3,6,1,0,0,0,0,0,0,0,0,0,0,0	H3N6F1	HexNAc(6)Hex(3)dHex(1)	1868.7033	True
66	G54567CI	Hex:3 HexNAc:5 NeuAc:2	3,5,0,2,0,0,0,0,0,0,0,0,0,0	H3N5S2	HexNAc(5)Hex(3)NeuAc(2)	2101.7568	True
551	G14260UH	Hex:3 HexNAc:6	3,6,0,0,0,0,0,0,0,0,0,0,0,0	H3N6	HexNAc(6)Hex(3)	1722.6454	True
329	G14260UH	Hex:2 HexNAc:5	2,5,0,0,0,0,0,0,0,0,0,0,0,0	H2N5	HexNAc(5)Hex(2)	1357.5132	True
540	G14260UH	Hex:2 HexNAc:4 NeuAc:1	2,4,0,1,0,0,0,0,0,0,0,0,0,0	H2N4S1	HexNAc(4)Hex(2)NeuAc(1)	1445.5292	True
84	G85228QD	Hex:3 HexNAc:5 dHex:1 NeuAc:1	3,5,1,1,0,0,0,0,0,0,0,0,0,0	H3N5F1S1	HexNAc(5)Hex(3)dHex(1)NeuAc(1)	1956.7193	True
497	G85228QD	Hex:2 HexNAc:4 dHex:1 NeuAc:2	2,4,1,2,0,0,0,0,0,0,0,0,0,0	H2N4F1S2	HexNAc(4)Hex(2)dHex(1)NeuAc(2)	1882.6825	True
749	G31936TA	Hex:3 HexNAc:5	3,5,0,0,0,0,0,0,0,0,0,0,0,0	H3N5	HexNAc(5)Hex(3)	1519.566	True
624	G26915XM	Hex:3 HexNAc:6 dHex:1 NeuAc:2	3,6,1,2,0,0,0,0,0,0,0,0,0,0	H3N6F1S2	HexNAc(6)Hex(3)dHex(1)NeuAc(2)	2450.8941	True
784	G26915XM	Hex:1 HexNAc:1 NeuAc:2 Ac:1	1,1,0,2,0,0,0,0,0,0,0,0,1,0	H1N1S2a1	HexNAc(1)Hex(1)NeuAc(2)Acetyl(1)	1007.3442	True
785	G26915XM	Hex:1 HexNAc:1 NeuAc:2 Ac:2	1,1,0,2,0,0,0,0,0,0,0,0,2,0	H1N1S2a2	HexNAc(1)Hex(1)NeuAc(2)Acetyl(2)	1049.3548	True
782	G26915XM	Hex:1 HexNAc:1 NeuAc:1 Ac:1	1,1,0,1,0,0,0,0,0,0,0,0,1,0	H1N1S1a1	HexNAc(1)Hex(1)NeuAc(1)Acetyl(1)	716.2488	True
315	G26915XM	Hex:1 HexNAc:1 NeuGc:4	1,1,0,0,4,0,0,0,0,0,0,0,0,0	H1N1G4	HexNAc(1)Hex(1)NeuGc(4)	1611.504	True
45	G06330RB	Hex:5 HexNAc:4 dHex:1 NeuAc:1 NeuGc:1	5,4,1,1,1,0,0,0,0,0,0,0,0,0	H5N4F1S1G1	HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1)	2384.8358	True
712	G48414YA	Hex:5 HexNAc:4 NeuAc:2	5,4,0,2,0,0,0,0,0,0,0,0,0,0	H5N4S2	HexNAc(4)Hex(5)NeuAc(2)	2222.783	True
311	G12579WK	Hex:5 HexNAc:4 NeuAc:1 NeuGc:1	5,4,0,1,1,0,0,0,0,0,0,0,0,0	H5N4S1G1	HexNAc(4)Hex(5)NeuAc(1)NeuGc(1)	2238.7779	True
676	G84452RH	Hex:5 HexNAc:4 dHex:1 NeuAc:1	5,4,1,1,0,0,0,0,0,0,0,0,0,0	H5N4F1S1	HexNAc(4)Hex(5)dHex(1)NeuAc(1)	2077.7455	True
70	G15488CF	Hex:5 HexNAc:4 dHex:1 NeuGc:2	5,4,1,0,2,0,0,0,0,0,0,0,0,0	H5N4F1G2	HexNAc(4)Hex(5)dHex(1)NeuGc(2)	2400.8307	True
313	G15569GG	Hex:5 HexNAc:4 NeuGc:2	5,4,0,0,2,0,0,0,0,0,0,0,0,0	H5N4G2	HexNAc(4)Hex(5)NeuGc(2)	2254.7728	True
735	G32259BI	Hex:5 HexNAc:4 NeuGc:1	5,4,0,0,1,0,0,0,0,0,0,0,0,0	H5N4G1	HexNAc(4)Hex(5)NeuGc(1)	1947.6825	True
448	G22310AV	Hex:5 HexNAc:4 dHex:1 NeuAc:2	5,4,1,2,0,0,0,0,0,0,0,0,0,0	H5N4F1S2	HexNAc(4)Hex(5)dHex(1)NeuAc(2)	2368.8409	True
393	G06356OH	Hex:5 HexNAc:4 NeuAc:1	5,4,0,1,0,0,0,0,0,0,0,0,0,0	H5N4S1	HexNAc(4)Hex(5)NeuAc(1)	1931.6876	True
471	G07075ND	Hex:5 HexNAc:4 dHex:1 NeuGc:1	5,4,1,0,1,0,0,0,0,0,0,0,0,0	H5N4F1G1	HexNAc(4)Hex(5)dHex(1)NeuGc(1)	2093.7404	True
173	G14994KB	Hex:4 HexNAc:4 dHex:1 NeuAc:1	4,4,1,1,0,0,0,0,0,0,0,0,0,0	H4N4F1S1	HexNAc(4)Hex(4)dHex(1)NeuAc(1)	1915.6927	True
743	G14994KB	HexNAc:2 NeuAc:1 Su:1	0,2,0,1,0,0,1,0,0,0,0,0,0,0	N2S1s1	HexNAc(2)NeuAc(1)Sulfo(1)	795.2216	True
387	G14994KB	Hex:2 HexNAc:3 dHex:1 NeuAc:1 Su:1	2,3,1,1,0,0,1,0,0,0,0,0,0,0	H2N3F1S1s1	HexNAc(3)Hex(2)dHex(1)NeuAc(1)Sulfo(1)	1468.4645	True
107	G14994KB	Hex:2 HexNAc:3 NeuAc:1 Su:1	2,3,0,1,0,0,1,0,0,0,0,0,0,0	H2N3S1s1	HexNAc(3)Hex(2)NeuAc(1)Sulfo(1)	1322.4066	True
612	G14994KB	Hex:1 HexNAc:3 dHex:1 NeuAc:1 Su:1	1,3,1,1,0,0,1,0,0,0,0,0,0,0	H1N3F1S1s1	HexNAc(3)Hex(1)dHex(1)NeuAc(1)Sulfo(1)	1306.4117	True
616	G14994KB	Hex:1 HexNAc:1 NeuAc:1 Su:1	1,1,0,1,0,0,1,0,0,0,0,0,0,0	H1N1S1s1	HexNAc(1)Hex(1)NeuAc(1)Sulfo(1)	754.195	True
766	G14994KB	Hex:2 HexNAc:2 dHex:1 NeuGc:6	2,2,1,0,6,0,0,0,0,0,0,0,0,0	H2N2F1G6	HexNAc(2)Hex(2)dHex(1)NeuGc(6)	2736.8747	True
524	G14994KB	Hex:2 HexNAc:2 dHex:1 NeuGc:5	2,2,1,0,5,0,0,0,0,0,0,0,0,0	H2N2F1G5	HexNAc(2)Hex(2)dHex(1)NeuGc(5)	2429.7844	True
291	G14994KB	Hex:2 HexNAc:2 dHex:1 NeuGc:3	2,2,1,0,3,0,0,0,0,0,0,0,0,0	H2N2F1G3	HexNAc(2)Hex(2)dHex(1)NeuGc(3)	1815.6038	True
441	G14994KB	Hex:1 HexNAc:1 NeuGc:5	1,1,0,0,5,0,0,0,0,0,0,0,0,0	H1N1G5	HexNAc(1)Hex(1)NeuGc(5)	1918.5943	True
276	G49644CL	Hex:2 HexNAc:1 NeuAc:1	2,1,0,1,0,0,0,0,0,0,0,0,0,0	H2N1S1	HexNAc(1)Hex(2)NeuAc(1)	836.291	True
473	G08158TI	Hex:4 dHex:2	4,0,2,0,0,0,0,0,0,0,0,0,0,0	H4F2	Hex(4)dHex(2)	958.3376	True
119	G08158TI	Hex:1 HexNAc:2 HexA:1	1,2,0,0,0,0,0,0,0,0,1,0,0,0	H1N2A1	HexNAc(2)Hex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	762.2543	True
48	G08158TI	Hex:1 HexNAc:1 HexA:1	1,1,0,0,0,0,0,0,0,0,1,0,0,0	H1N1A1	HexNAc(1)Hex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	559.1749	True
57	G08158TI	Hex:1 HexNAc:3 dHex:1 HexA:1	1,3,1,0,0,0,0,0,0,0,1,0,0,0	H1N3F1A1	HexNAc(3)Hex(1)dHex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	1111.3916	True
44	G08158TI	Hex:2 HexNAc:5 dHex:2	2,5,2,0,0,0,0,0,0,0,0,0,0,0	H2N5F2	HexNAc(5)Hex(2)dHex(2)	1649.629	True
297	G08158TI	Hex:1 HexNAc:3 HexA:1	1,3,0,0,0,0,0,0,0,0,1,0,0,0	H1N3A1	HexNAc(3)Hex(1)HexA(1) % this composition contains HexA (not defined residue for Byonic)	965.3337	True
496	G08158TI	Hex:1 HexNAc:2 NeuAc:2 Su:1	1,2,0,2,0,0,1,0,0,0,0,0,0,0	H1N2S2s1	HexNAc(2)Hex(1)NeuAc(2)Sulfo(1)	1248.3698	True
175	G13661VV	Hex:4 HexNAc:2 dHex:1 NeuAc:1	4,2,1,1,0,0,0,0,0,0,0,0,0,0	H4N2F1S1	HexNAc(2)Hex(4)dHex(1)NeuAc(1)	1509.5339	True
345	G00406II	Hex:4 HexNAc:2 dHex:1	4,2,1,0,0,0,0,0,0,0,0,0,0,0	H4N2F1	HexNAc(2)Hex(4)dHex(1)	1218.4385	True
600	G65092SV	Hex:6 HexNAc:4	6,4,0,0,0,0,0,0,0,0,0,0,0,0	H6N4	HexNAc(4)Hex(6)	1802.645	True
452	G23453IV	Hex:4 HexNAc:3	4,3,0,0,0,0,0,0,0,0,0,0,0,0	H4N3	HexNAc(3)Hex(4)	1275.46	True
71	G23453IV	Hex:2 HexNAc:3 dHex:2 Su:1	2,3,2,0,0,0,1,0,0,0,0,0,0,0	H2N3F2s1	HexNAc(3)Hex(2)dHex(2)Sulfo(1)	1323.427	True
737	G23453IV	Hex:1 HexNAc:3 NeuGc:1	1,3,0,0,1,0,0,0,0,0,0,0,0,0	H1N3G1	HexNAc(3)Hex(1)NeuGc(1)	1096.3919	True
500	G23453IV	Hex:3 HexNAc:4	3,4,0,0,0,0,0,0,0,0,0,0,0,0	H3N4	HexNAc(4)Hex(3)	1316.4866	True
